estacionID,fecha,tempaire
VTRGR,2020/06/18 00:00:00,28.000,38.000,18.000
XXHGR,2020/06/18 00:00:00,31.000,40.000,22.000
YXTGR,2020/06/18 00:00:00,24.500,32.000,17.000
ZHTGR,2020/06/18 00:00:00,30.500,36.000,25.000
ACTHD,2020/06/18 00:00:00,20.000,30.000,10.000
ATCHD,2020/06/18 00:00:00,29.000,37.000,21.000
ENDHD,2020/06/18 00:00:00,20.000,29.000,11.000
HHTHD,2020/06/18 00:00:00,29.000,36.000,22.000
HJTHD,2020/06/18 00:00:00,29.000,35.000,23.000
IXMHD,2020/06/18 00:00:00,20.700,30.000,11.500
LMTHD,2020/06/18 00:00:00,27.500,36.000,19.000
MXQHD,2020/06/18 00:00:00,19.500,28.000,11.000
ORZHD,2020/06/18 00:00:00,28.000,32.000,24.000
PCOHD,2020/06/18 00:00:00,18.400,26.000,10.800
PERHD,2020/06/18 00:00:00,17.500,27.000,8.000
PRGHD,2020/06/18 00:00:00,24.500,33.000,16.000
PRQHD,2020/06/18 00:00:00,20.200,30.000,10.500
PVAHD,2020/06/18 00:00:00,24.000,33.000,15.000
TLGHD,2020/06/18 00:00:00,19.900,28.000,11.800
TXMHD,2020/06/18 00:00:00,16.000,26.000,6.000
ZMPHD,2020/06/18 00:00:00,23.900,30.000,17.700
ZXTHD,2020/06/18 00:00:00,20.000,28.000,12.000
AJJJL,2020/06/18 00:00:00,24.200,35.500,13.000
ATQJL,2020/06/18 00:00:00,26.500,34.000,19.000
BBAJL,2020/06/18 00:00:00,25.500,36.000,15.000
BCSJL,2020/06/18 00:00:00,28.700,37.500,20.000
BLNJL,2020/06/18 00:00:00,33.200,43.000,23.500
CGZJL,2020/06/18 00:00:00,25.200,33.400,17.000
CHFJL,2020/06/18 00:00:00,30.500,39.000,22.000
CIHJL,2020/06/18 00:00:00,29.500,35.000,24.000
CLTJL,2020/06/18 00:00:00,27.200,36.500,18.000
CPEJL,2020/06/18 00:00:00,29.000,34.500,23.500
CRNJL,2020/06/18 00:00:00,23.700,33.500,14.000
CRTJL,2020/06/18 00:00:00,21.000,30.000,12.000
CULJL,2020/06/18 00:00:00,27.700,33.500,22.000
CUNJL,2020/06/18 00:00:00,22.750,33.500,12.000
CXTJL,2020/06/18 00:00:00,32.200,40.000,24.500
ELCJL,2020/06/18 00:00:00,28.000,36.000,20.000
EXPJL,2020/06/18 00:00:00,27.700,36.000,19.500
GUAJL,2020/06/18 00:00:00,25.500,33.000,18.000
GUCJL,2020/06/18 00:00:00,26.400,34.900,18.300
HRTJL,2020/06/18 00:00:00,25.700,35.000,16.500
HUAJL,2020/06/18 00:00:00,25.000,32.000,18.000
JMYJL,2020/06/18 00:00:00,25.200,32.500,18.000
LDBJL,2020/06/18 00:00:00,29.200,36.500,22.000
LDCJL,2020/06/18 00:00:00,26.000,32.500,19.500
LDMJL,2020/06/18 00:00:00,23.700,32.500,15.000
MRZJL,2020/06/18 00:00:00,26.000,35.000,17.000
OLMJL,2020/06/18 00:00:00,25.200,33.600,16.800
PITJL,2020/06/18 00:00:00,26.000,33.000,19.000
POLJL,2020/06/18 00:00:00,25.000,32.000,18.000
RAMJL,2020/06/18 00:00:00,26.250,35.500,17.000
SAUJL,2020/06/18 00:00:00,24.000,33.000,15.000
SGRJL,2020/06/18 00:00:00,26.500,34.000,19.000
TCAJL,2020/06/18 00:00:00,25.700,34.500,17.000
TENJL,2020/06/18 00:00:00,24.500,34.000,15.000
TLAJL,2020/06/18 00:00:00,27.500,35.000,20.000
VEGJL,2020/06/18 00:00:00,27.200,36.500,18.000
AGOMC,2020/06/18 00:00:00,18.500,25.000,12.000
AMEMC,2020/06/18 00:00:00,23.350,32.200,14.500
BIBMC,2020/06/18 00:00:00,21.000,31.000,11.000
CBLMC,2020/06/18 00:00:00,24.500,34.500,14.500
CHAMC,2020/06/18 00:00:00,24.750,32.500,17.000
CHIMC,2020/06/18 00:00:00,21.000,28.000,14.000
CHLMC,2020/06/18 00:00:00,31.750,42.500,21.000
