estacionID,nombre,latitud,longitud
C21014,Ayotoxco (Cfe),20.096944,-97.41
C21015,Axutla (Cfe),18.170556,-98.388056
C21016,Balcon Diablo,18.8975,-98.132222
C21017,"CACALOTEPEC, LAFRAGUA",19,-98.283333
C21018,Calipan,18.295833,-97.163889
C21019,Caltepec,18.2025,-97.4525
C21020,Morelos Cañada,18.760278,-97.426944
C21021,Capuluaque (Cfe),19.791667,-97.761111
C21022,Carmen (Clfc),20.270556,-97.847222
C21023,Chapulco,18.62,-97.410556
C21024,Chietla,18.526667,-98.582222
C21025,Chilchotla (Cfe),19.255,-97.182778
C21026,Ciudad Serdan (Smn),18.983889,-97.441667
C21027,Ciudad Serdan (Dge),18.944444,-97.457778
C21029,Colonia Temextla,19.621944,-97.681111
C21030,Coxcatlan,18.276389,-97.159722
C21031,Cuesta Blanca,18.858611,-97.463056
C21032,Cuetzalan Del Progreso,20.038889,-97.522222
C21033,Cacaloapan,18.5825,-97.584722
C21034,Echeverria,18.955556,-98.275278
C21035,Puebla (Dge),19.0125,-98.193056
C21036,El Carmen,20.09,-98.14
C21037,El Paredon,19.867778,-98.253333
C21038,El Progreso,19.385278,-97.289167
C21039,Guadalupe Potreros,18.874167,-97.324167
C21040,Guadalupe Buenavista,19.370278,-97.355833
C21041,Coamanala (Clfc),20.083333,-98.016667
C21042,Honey (Cfe),20.25,-98.2
C21043,Huahuaxtla (Cfe),19.915556,-97.607222
C21044,Huauchinango (Clfc),20.174722,-98.0525
C21045,Huehuetlan El Grande,18.748889,-98.169167
C21046,Huejotzingo,19.161944,-98.406389
C21047,Ixtacamaxtitlan (Cfe),19.622778,-97.814167
C21048,Ixcamilpa (Cfe),18.039722,-98.72
C21049,Izucar De Matamoros (Dge),18.623056,-98.467222
C21050,Jolalpan,18.323611,-98.819722
C21051,Jopala (Cfe),20.196944,-97.809722
C21052,Alchichica,19.411944,-97.393889
C21053,San Bernardino Lagunas,18.603889,-97.2725
C21054,La Fundicion (Cfe),19.85,-97.316667
C21055,La Pagoda (Cfe),19.866111,-97.534167
C21056,La Trinidad (Cfe),19.283333,-97.216667
C21057,Mapilco (Cfe),19.983333,-97.616667
LHGVC,"La Laguna de Hidalgotitlán, Ver.",17.771667,-94.655556
C21059,Oyameles,19.714167,-97.5475
C21060,Palmar De Bravo,18.836944,-97.547222
C21061,Paso Del Jardin (Cfe),20.133333,-97.466667
C21062,Patla (Clfc),20.248056,-97.851667
C21063,Piaxtla,18.199722,-98.260278
MINVC,"Minatitlán, Ver.",17.983333,-94.533333
C21066,Pueblo Nuevo (Cfe),19.955556,-98.111111
C21067,Quimixtlan,19.263611,-97.148056
C21068,Rancho Apulco,19.919722,-97.608056
C21069,San Antonio Arroyo Prieto (Cfe),19.545,-97.8325
C21070,San Antonio Cañada,18.513889,-97.297222
C21071,San Baltazar Tetela,18.904444,-98.170556
C21072,San Diego Texmelucan,19.019722,-97.450556
C21073,San Isidro Canoas Altas,18.982778,-97.352222
C21074,San Juan Acateno (Cfe),19.876389,-97.367222
C21075,San Lorenzo,18.494722,-97.444722
C21076,San Lorenzo Tlaxipehuala (Clfc),20.129722,-97.972778
C21077,San Luis Atexcac,19.346389,-97.456111
C21078,San Martin Texmelucan Labastida,19.298611,-98.433889
C21079,San Pedro Temamantla,18.928056,-97.511389
C21080,San Salvador El Seco,19.133611,-97.6625
C21081,Santa Cruz Coyotepec,19.023333,-97.566944
C21082,Tecamachalco,18.898333,-97.728056
C21083,Tehuacan,18.463889,-97.393056
C21084,Telpatlan,18.528056,-97.144722
C21085,Tenango De Las Flores (Clfc),20.203889,-97.987778
C21086,Tepeaca,18.981111,-97.896944
C21087,Tepexi De Rodriguez,18.596111,-97.93
C21088,Tepeixco (Clfc),20.028889,-97.957778
C21089,"TEPEYAHUALCO,  (DGE)",19.383333,-98.45
C21090,Teziutlan (Cfe),19.829167,-97.3625
C21091,Teziutlan,19.830278,-97.35
C21092,Tilapa,18.157222,-97.107222
C21093,Tlacotepec De Benito Juarez,18.686667,-97.67
C21094,San Sebastian Tlacotepec De Diaz,18.46,-96.793333
C21095,Tlachichuca,19.142222,-97.42
C21096,Santa Rita Tlahuapan,19.346389,-98.581389
C21097,Tlaxco (Clfc),20.425278,-98.029167
C21098,Tlatlauquitepec (Cfe),19.919444,-97.463889
C21099,Toma Veintiseis (Clfc),19.933333,-97.933333
C21100,Vista Hermosa,19.129722,-97.733333
C21102,Xochitlan Todos Santos,18.721111,-97.785
C21103,Zacapoaxtla (Smn),19.871667,-97.588333
HDTVC,"Hidalgotitlán, Ver.",17.771667,-94.655556
C21105,Zacatepec,19.266111,-97.533611
C21106,Zacatlan (Clfc),19.931389,-97.960278
C21107,Zacatlan,19.96,-97.96
C21108,Zapotitlan De Mendez,19.998889,-97.718889
C21109,Zapotitlan Salinas (Smn),18.331944,-97.474444
C21110,Zapotitlan Salinas (Dge),18.349444,-97.482778
C21111,Santiago Zautla (Cfe),19.714444,-97.672778
C21112,Zempoala (Clfc),20.088889,-97.995833
C21113,Zinacatepec (Smn),18.333333,-97.25
C21114,Zoquitlan,18.354444,-97.021111
C21116,Chiautla De Tapia,18.286667,-98.601111
C21117,Guadalupe Victoria,19.291389,-97.341944
C21118,Huauchinango,20.1925,-98.059167
C21119,Libres (Smn),19.500278,-97.758056
C21121,Nexapa (Clfc),20.17,-97.987222
C21122,Oriental,19.377222,-97.618056
C21123,Huaquechula,18.778611,-98.540833
C21125,Laguna (Clfc),20.059167,-98.154167
C21126,Loma Alta (Cfe),19.829722,-97.993056
C21127,Xicotepec De Juarez,20.293611,-97.960278
C21128,El Rosario (Cfe),20.016667,-97.483333
C21129,Francisco I. Madero,19.614722,-97.501111
C21130,Los Reyes (Clfc),19.802778,-98.246667
C21132,Izucar De Matamoros (Smn),18.612222,-98.468056
C21134,Los Molinos,18.942778,-98.396111
C21135,Patla (Cfe),20.239722,-97.857778
C21136,Acajete,19.1125,-97.956111
C21139,E.T.A. 051 Atencingo,18.502222,-98.617778
C21140,Chignahuapan,19.839444,-98.032778
C21141,C.R.D.F. Benito Juarez,18.333333,-98.266667
C21142,Venustiano Carranza,20.510278,-97.668056
C21143,San Jose Acateno,20.14,-97.201111
C21144,"TETILILLA, HUEYAPAN",19.933333,-97.416667
C21145,Guadalupe Victoria,19.3,-97.3
C21146,"SAN SALVADOR EL SECO,",19.116667,-97.633333
C21147,Apapantilla,20.404444,-97.844722
C21148,San Miguel Canoa,19.132222,-98.077778
C21149,San Juan Atzingo,18.298056,-97.384167
C21150,San Lucas El Viejo,18.676944,-97.718889
C21151,San Juan Raya,18.263333,-97.618333
C21152,La Compañia,18.968611,-97.723056
C21153,"SANTA MARIA LA ALTA, DGE",18.616667,-97.666667
C21154,Santa Catarina Los Reyes,18.880833,-97.435278
C21155,Zinacatepec (Dge),18.343611,-97.260278
C21156,San Miguel Ocotengo,18.916667,-97.416667
C21157,San Jose Ixtapa,18.716667,-97.458333
C21158,Paso Carretas,18.920278,-97.2525
C21159,Esperanza,18.859167,-97.375556
C21160,Boca Del Monte,18.389722,-97.079167
C21161,Atzitzintla,18.901944,-97.335278
C21162,Campo Experimental Teziutlan,19.812222,-97.370556
C21163,El Batan,18.979722,-98.177778
C21164,C.A.E. San Juan Tetla,19.215278,-98.502222
C21165,Ahuatempan,18.415278,-98.016667
C21166,Anonas,18.02,-98.316111
C21167,San Andres Calpan,19.105556,-98.463611
C21169,Peñas,18.226389,-98.220556
C21170,La Purisima,18.831111,-97.573333
C21171,Santa Cruz Monterrosas,18.899722,-97.564722
C21172,Santa Maria Cohetzala,18.185556,-98.810278
C21173,Santa Maria Techachalco,18.954167,-97.470556
C21174,Tepecapan (Cfe),19.970833,-97.649167
C21175,Santa Ana Tepejillo,18.054722,-97.848611
C21176,Tonahuixtla,18.185278,-97.919722
C21177,Tepexco,18.643333,-98.691111
C21178,Tulcingo Del Valle,18.033333,-98.016667
C21179,Tlacualpican,18.426667,-98.689444
C21180,Oztopulco,18.377778,-96.905556
C21181,Xonotipa,18.491667,-96.898333
C21182,Palmarito,18.903333,-97.635556
C21183,Acaxtlahuacan,18.015278,-98.54
C21184,Libres (Dge),19.434722,-97.696389
C21185,Piedras Negras,20.441667,-97.761389
C21186,RANCHO AMADOR HERNANDEZ,18.466667,-97.416667
C21187,San Juan Pilcaya,18.217222,-98.706111
C21188,Tecuatitlan,18.134722,-98.308889
C21189,Teotlalco,18.471111,-98.777778
C21190,Venta Grande,20.119444,-98.100833
C21191,Tlahuapan,19.340278,-98.581667
C21192,Huilango E-2,18.858056,-98.595
C21193,San Pedro Benito Juarez E-1,18.921944,-98.551389
C21194,Santa Catarina E-28,18.910278,-98.618333
C21195,Santa Cruz Cuautomatitla E-3,18.901389,-98.555278
C21196,Tochimilco D-1,18.851111,-98.558611
C21197,Tochimilco D-2,18.846667,-98.611944
C21198,Chila De La Sal,18.109444,-98.483333
C21199,Guadalupe,18.085833,-98.158889
C21200,Libres (Crp),19.463056,-97.686111
C21201,Las Margaritas,19.987222,-97.287222
C21202,Mecapalapa,20.622778,-97.889444
C21203,Molcaxac,18.738333,-97.911111
C21204,Nexapa,20.188889,-97.988889
C21205,Santa Cruz Tejalpa,18.375556,-98.363056
C21206,Santa Catarina Tlaltempan,18.616944,-98.085278
C21207,Zaragoza,19.786111,-97.552778
C21208,Gomez Poniente (Cfe),19.938056,-97.489167
C21209,Los Humeros (Cfe),19.679167,-97.406111
C21210,Ahuazotepec,20.040556,-98.173889
C21211,Ameluca,20.580278,-97.846944
C21212,Metlaltoyuca,20.748333,-97.865
C21213,San Martinito,19.271944,-98.593056
C21214,San Juan Tetla Siete Norte,19.173889,-98.580556
C21215,Ayotoxco De Guerrero,20.095278,-97.428611
C21216,Tepoxtitlan,18.387222,-97.678611
C21217,Teutla,18.295556,-98.815556
C21218,Tepetzintla De Galeana,20.134167,-98.036389
C21230,San Juan Coatzingo,18.604167,-98.170833
C21231,Teopantlan,18.7125,-98.2625
C21232,San Cristobal Tepatlaxco,19.285833,-98.442222
C21233,,0,0
C21234,Presa Boqueroncitos,18.308889,-98.214722
C21235,San Isidro Huilotepec,18.883889,-98.380278
C21999,,0,0
C22001,Amealco,20.184722,-100.145556
C22002,Ayutla,21.365278,-99.590278
C22003,Campo Experimental Cadereyta,20.705,-99.813889
C22004,El Batan,20.504167,-100.424444
C22005,El Doctor,20.850556,-99.587778
C22006,El Pueblito,20.521944,-100.448056
C22007,Jalpan (Dge),21.216667,-99.466667
C22008,Jalpan (Smn),21.221389,-99.4775
C22009,La Palma,20.516667,-100.183333
C22010,Matzacintla (Cfe),21.168333,-99.343333
C22011,Pedro Escobedo,20.5,-100.133333
C22012,Peñamiller (Smn),21.055,-99.814444
C22014,Rancho Vanegas,20.573056,-100.437778
C22015,San Juan Del Rio (Smn),20.383333,-100
C22016,San Joaquin,20.916111,-99.565
C22017,Toliman,20.857222,-99.899722
C22018,Villa Corregidora,20.533333,-100.433333
C22019,La Lagunita,21.242222,-99.260278
C22021,Cadereyta De Montes,20.693333,-99.813333
C22022,San Juan Del Rio (Dge),20.374167,-99.998333
C22024,Tres Lagunas,21.325278,-99.204167
C22025,Presa Centenario,20.513056,-99.9
C22026,Colon,20.785556,-100.045278
C22027,E.T.A. 128 Carrillo,20.6,-100.433333
C22028,Galindo,20.393056,-100.094167
C22029,Huimilpan,20.383889,-100.280556
C22030,Palmillas,20.333611,-99.940556
C22031,Presa Paso De Tablas,20.543611,-99.839167
C22032,Presa Constitucion,20.418889,-100.072222
C22033,San Pablo,20.128333,-99.996667
C22034,Villa Bernal,20.741667,-99.941667
C22035,Vizarron,20.833889,-99.703611
C22036,Arroyo Seco,21.548333,-99.688611
C22037,El Rincon,20.183333,-100.15
C22038,E.T.A. 317 Toliman,20.908611,-99.928889
C22039,PATRULLA F. DE INCENDIOS,20.916667,-99.933333
C22040,E.T.A. 210 Pedro Escobedo,20.492778,-100.130556
C22041,La Joya,20.814722,-100.55
C22042,La Llave,20.464167,-99.991389
C22043,Coyotillos,20.599167,-100.209722
C22044,Galindillo,20.280278,-100.110833
C22045,Juriquilla,20.704444,-100.459444
C22046,Nogales,20.698611,-100.144167
C22047,Presa El Capulin,20.129167,-100.009722
C22048,"EL TEJOCOTE, TEQUISQ.",20.616667,-100.033333
C22049,El Zamorano,20.904167,-100.211667
C22050,Ceja De Bravo,20.3825,-100.387222
C22051,El Comedero,21.148333,-99.778889
C22052,Ezequiel Montes,20.663889,-99.893611
C22053,El Gallo,20.668333,-100.046111
C22054,El Salitre,20.719167,-99.6925
C22056,Higuerillas,20.914444,-99.763056
C22057,Peñamiller (Dge),21.05,-99.8
C22058,Santa Teresa,20.491944,-100.303333
C22059,San Juan (Cfe),20.833333,-99.783333
C22061,Conafrut Los Cues,20.783333,-100.516667
C22062,Guillen,21.04,-99.862778
C22063,Queretaro (Dge),20.570278,-100.369722
C22067,La Venta,20.486111,-100.1875
C22068,La Soledad,20.853333,-100.061944
C23001,Alvaro Obregon,18.293333,-88.641667
C23002,Bacalar,18.683333,-88.383333
C23003,Felipe Carrillo Puerto (Dge),19.575556,-88.045
C23004,Cocoyol,18.166667,-88.816667
C23007,Tampak,19.566667,-88.7
C23008,"EL UVERO, PAYO OBISPO",19.15,-87.55
C23009,Isla Holbox,21.533333,-87.383333
C23010,Isla Mujeres,21.235556,-86.735
C23011,Kantunilkin,21.095833,-87.485556
C23012,Coba,20.488611,-87.7375
C23013,La Presumida,19.802222,-88.754444
C23014,Leona Vicario,20.988333,-87.204444
C23015,Los Pozos,18.55,-88.483333
C23016,Nicolas Bravo Km. 71,18.458333,-88.932222
C23017,Palmas,19.233333,-88.116667
C23018,Pucte,18.231667,-88.665556
C23019,Puerto Morelos,20.853611,-86.874722
C23020,Rio Indio,18.966667,-87.616667
C23021,Santa Cruz Chico,18.916667,-88.283333
C23022,Señor,19.847222,-88.137778
C23023,Solferino,21.345833,-87.430278
C23024,Tihosuco,20.193333,-88.366111
C23025,Tulum,20.225556,-87.458056
C23026,Valle Hermoso,19.188889,-88.523889
C23027,Victoria,20.790556,-87.280278
C23028,VIGIA CHICO,19.7,-87.6
C23029,Xcalak,18.271389,-87.835833
C23030,Nuevo Xcan,20.883333,-87.583333
C23031,X-Pichil,19.694444,-88.376389
C23032,Chetumal (Dge),18.500556,-88.3275
C23033,Chacchoben,18.978889,-88.213333
C23037,"ISLA MUJERES, I. MUJERES",21.2,-86.716667
C23040,Sergio Butron Casas,18.51,-88.568611
C23041,Dziuche,19.901111,-88.811944
C23042,Limones,19.021944,-88.110833
C23043,San Felipe Bacalar,18.758889,-88.341667
C23044,Adolfo Lopez Mateos,19.633056,-88.6875
C23046,"RIO HONDO, OTHON P.B.",18.533333,-88.583333
C23047,"SAN. FELIPE, BACALAR",18.5,-85.483333
C23048,Cozumel (Dge),20.51,-86.946111
C23049,I.N.I.Arroyo Caechet,18.572222,-88.459444
C23050,Inip,18.25,-88.633333
C23051,Pedro Antonio De Los Santos,18.954722,-88.164444
C23063,,0,0
C23141,,0,0
C23150,Saban,20.032222,-88.541944
C23151,,0,0
C23152,Andres Quintana Roo,19.161944,-88.103611
C23153,Tecnologico Chetumal,18.518889,-88.300833
C23154,Agua Blanca,18.008611,-88.823056
C23155,Cancun,21.156667,-86.820278
C23156,,0,0
C23157,Ideal,20.882222,-87.546389
C24001,Agua Buena (Smn),21.8525,-99.379722
C24002,Altamira,21.666667,-98.973333
C24003,Aquismon,21.627778,-99.015833
C24004,Armadillo De Los Infante,22.245,-100.655278
C24005,Ballesmi,21.734722,-98.95
C24006,Cardenas (Dge),22.004167,-99.646389
C24007,Cedral,23.755833,-100.726667
C24008,Cerritos,22.431944,-100.280833
C24009,San Martin Chalchicuautla,21.372778,-98.655278
C24010,Charcas (Dge),23.126111,-101.112778
C24011,Ciudad Del Maiz (Dge),22.401944,-99.599444
C24012,Ciudad Valles,21.973611,-99.001389
C24013,Colonia Alvaro Obregon,22.253056,-99.674167
C24014,Damian Carmona,22.11,-99.286667
C24015,Ebano,22.210278,-98.390556
C24016,Abritas,22.493333,-99.428889
C24017,El Coco,22.125833,-98.73
C24018,El Choy,21.966667,-98.866667
C24019,El Estribo,23.093611,-101.558889
C24020,El Fiscal,21.87,-98.683333
C24021,El Grito,22.668611,-101.129444
C24022,El Huizache,22.925,-100.461111
C24023,El Naranjo,22.518056,-99.330556
C24024,El Peaje,22.090556,-101.115278
C24025,El Pujal,21.841667,-98.925
C24026,Requetemu,21.418056,-98.883333
C24027,El Salto (Cfe),22.583611,-99.436667
C24028,El Tigre,22.246944,-99.120833
C24029,E.T.A. 131 Ciudad Fernandez,21.95,-100.016667
C24030,Faro Gallinas,22.024722,-100.204444
C24031,Gallinas,21.905,-99.248611
C24032,Guadalcazar,22.6175,-100.398056
C24033,La Maroma,23.464444,-100.989444
C24034,La Salitrera,21.937778,-100.584444
C24035,Lagunillas,21.586111,-99.566667
C24036,Las Adjuntas,21.975,-98.566667
C24037,Las Moritas,21.785,-98.917778
C24038,Los Pilares,22.45,-101.083333
C24039,Maitinez,22.372222,-99.2875
C24040,Matehuala (Smn),23.680556,-100.644444
C24041,Matehuala (Dge),23.65,-100.633333
C24042,Mexquitic,22.28,-101.125
C24043,Micos,22.118056,-99.166667
C24044,Moctezuma (Dge),22.751944,-101.083333
C24045,Nogal Oscuro,22.025833,-100.177778
C24046,Ojo Caliente,21.849722,-100.762222
C24047,Ojo De Agua,22.133889,-99.54
C24048,Palo Blanco,23.114444,-101.545833
C24049,Papagayos,22.372222,-99.455
C24050,Paredes,21.708333,-100.009722
C24051,Paso De San Antonio,22.016944,-100.375
C24052,Pastora,22.132778,-100.057778
C24053,Ciudad Santos,21.504167,-98.564722
C24054,Pedro Montoya,21.651111,-99.830556
C24055,Peñon Blanco,22.486389,-101.791111
C24056,Ponciano Arriaga,22.213611,-98.985
C24057,Presa De Guadalupe,22.858889,-100.151667
C24058,Presa Palomas,22.183333,-99.65
C24059,Villa De Ramos Ii,22.831944,-101.9125
C24060,Rayon,21.841944,-99.640833
C24061,Rincon Del Porvenir,22.319722,-101.176667
C24062,Rioverde (Obs),21.921389,-99.996389
C24063,San Antonio De Guayabos,21.689167,-99.471667
C24064,San Dieguito,22.011944,-99.216389
C24065,San Felipe,21.982222,-98.931944
C24066,San Francisco,22.075556,-99.865278
C24067,San Jose Alburquerque,21.845,-100.486667
C24068,San Juan Del Meco,22.619444,-99.620556
C24069,San Luis Potosi (Dge),22.152778,-100.977222
C24070,San Luis Potosi (Obs),22.2075,-101.022222
C24071,San Nicolas Tolentino,22.247778,-100.553056
C24072,Santa Cruz,21.701667,-99.041667
C24073,La Reforma,22.756667,-101.646944
C24074,Santa Maria Del Refugio,23.733333,-101.224444
C24075,Santa Maria Del Rio (Dge),21.7975,-100.736111
C24076,Santa Rosa,22.006389,-99.054444
C24077,Santo Domingo,23.327778,-101.736944
C24078,Santiago,21.873611,-101.267778
C24079,Santiaguillo,21.817778,-98.945
C24080,S.L.C.A. Ponciano Arriaga,22.016667,-98.966667
C24081,Soledad De Graciano,22.183056,-100.940833
C24082,Tamapatz,21.6125,-99.116667
C24083,"TANCOJOL, SAN VICENTE",20.7,-99.6
C24084,Tancuilin,21.391667,-98.875
C24085,Tanquian De Escobedo,21.617222,-98.652778
C24086,Tanlacut,21.675,-99.291667
C24087,Tanlajas,21.666667,-98.884444
C24088,Tantizohuiche,21.805833,-98.991667
C24089,"TANTOBAL, CIUDAD VALLES",21.75,-99.916667
C24090,Tanzabaca,21.660278,-99.219444
C24091,Temamatla,21.241111,-98.758889
C24092,Tierra Blanca,21.225,-98.891667
C24093,Tierra Nueva,21.666944,-100.572778
C24094,Vanegas,23.885278,-100.951389
C24095,Velazco,22.183333,-98.561111
C24096,Venado,22.920278,-101.095
C24097,Vigas,21.809444,-99.854444
C24098,Villa De Arista,22.671667,-100.915556
C24099,Arista,22.65,-100.85
C24100,Villa De Arriaga (Dge),21.913333,-101.384444
C24101,Villa De Reyes,21.803889,-100.933333
C24102,Villa Hidalgo,22.45,-100.683333
C24103,Villa Juarez,22.325278,-100.27
C24104,Vichinchijol,22.003611,-98.460556
C24105,Xilitla,21.385556,-98.990556
C24106,Zaragoza,22.0375,-100.731944
C24107,El Peñon,22.321944,-98.87
C24108,El Tulillo,22.23,-98.412222
C24109,Moctezuma (Smn),22.75,-101.083333
C24110,Ojo De Agua Seco,21.859722,-100.076389
C24111,San Luis Potosi (Smn),22.149722,-100.975
C24112,Santa Maria Del Rio (Smn),21.8,-100.733333
C24113,San Vicente,21.689167,-98.609167
C24114,Rioverde (Dge),21.954722,-99.996389
C24115,Cardenas (Smn),21.996667,-99.643889
C24116,Ciudad Del Maiz (Smn),22.398333,-99.604167
C24117,Agua Buena (Dge),21.95,-99.4
C24118,EL NARANJO (SMN),22.416667,-99.75
C24122,Chapuluacanito,21.220278,-98.674444
C24123,Las Garzas,22.027778,-99.046389
C24124,San Jose De Limon,22.021944,-98.636389
C24125,Tlamaya,21.430833,-99.008333
C24126,El Salto (Cfe),22.583333,-99.433333
C24127,Villa De Arriaga (Smn),21.909167,-101.382778
C24128,Pronapade,21.762222,-100.974722
C24130,Granjenal,22.392222,-100.066111
C24131,"TAMUIN, TAMUIN (AMSA)",22.083333,-98.816667
C24132,E.T.A. 055 El Naranjo,22.533333,-99.333333
C24133,La Gloria,21.835833,-98.816667
C24134,E.T.A. 156 Santa Maria Del Rio,21.8,-100.733333
C24135,E.T.A. 170 Tanquian De Escobedo,21.583333,-98.683333
C24136,Tanlu,21.633333,-99.258333
C24137,Veinte De Noviembre,21.76,-99.27
C24138,Tamazunchale,21.297222,-98.788333
C24139,Tamuin (Dge),22.076944,-98.811944
C24141,E.T.A. 214 San Vicente Tancuayalab,21.8,-98.6
C24142,La Presa,23.498333,-100.719722
C24143,Guadalupe Victoria,23.333333,-101.183333
C24144,La Cardoncita,23.592778,-101.094722
C24145,Laguna Seca,23.236111,-100.953333
C24146,La Victoria,23.634722,-101.393889
C24147,Jesus Maria,23.154444,-102.192222
C24148,Salinas De Hidalgo,22.628889,-101.716667
C24149,Santa Elena,21.890278,-98.854167
C24150,Guaname,22.852222,-101.248889
C24151,San Juan Del Salado,23.313056,-101.959444
C24152,Sauz De Calera,22.865278,-102.190278
C24153,Colonia Benito Juarez,22.245,-100.911667
C24154,San Francisco Ii,23.304167,-101.428889
C24155,Escuela De Agronomia,22.233333,-100.85
C24156,Buenavista,22.352222,-99.038611
C24157,Zaragoza,23.645833,-100.701111
C24158,Charcas (Smn),23.130556,-101.110278
C24159,La Morita,22.362778,-99.864167
C24160,Coyotillos,23.285556,-101.210833
C24161,La Herrradura,23.029444,-101.75
C24162,El Carmen,23.362222,-100.554167
C24163,Bledos,21.838056,-101.115833
C24164,Llano Del Carmen,22.859444,-100.688611
C24165,San Jose De Coronados,23.594444,-100.91
C24166,Villa De Ramos I,22.928333,-101.911111
C24167,Matlapa (Obs),21.326667,-98.838889
C24168,Buenavista,22.598056,-100.144722
C24169,Buenavista,23.422778,-100.791667
C24170,El Charco,22.016667,-100.331667
C24171,Huizachal,21.770833,-99.914722
C24172,Manantial De Media Luna,21.863611,-100.028056
C24173,Presa Alvaro Obregon,22.180556,-99.652778
C24174,Puerto De Lobos,22.485278,-99.562778
C24175,El Salado,24.283889,-100.784167
C24176,San Juan De Tuzal,23.148056,-101.343056
C24177,Santa Catarina,22.053056,-100.458889
C24178,VILLA DE REYES,21.8,-100.916667
C24179,Xoconoxtle,22.098333,-100.71
C24180,Cañada Verde,23.06,-101.12
C24181,El Astillero,23.413333,-100.744167
C24182,Tampamolon,21.560833,-98.819167
C24183,El Tule,22.825278,-101.152222
C24184,"ARRIAGA, CD. VALLES",22.2,-98.983333
C24185,CERRO DE LA CRUZ,21.483333,-98.633333
C24186,Huichihuayan,21.471667,-98.971667
C24187,Tepeyac,22.661944,-99.906111
C24188,Coronado,22.923333,-100.941389
C24189,El Hospital,23.242222,-101.215833
C24190,La Libertad,22.411944,-99.846944
C24191,San Antonio Del Mezquite,23.164444,-101.885833
C24192,San Francisco De La Dicha,22.769444,-100.887222
C24193,San Jose De Tapanco,21.768056,-99.906944
C24194,San Rafael,23.021667,-101.943056
C24195,Las Tablas,22.256111,-99.863056
C24196,El Toro,22.836667,-101.491667
C24197,El Terrero,22.4,-100.886667
C24198,,0,0
C24199,El Estribo,22.43,-99.306667
C24200,Tepemiche,21.491667,-98.649167
C24250,,0,0
C24253,,0,0
C25001,Acatitan,24.097222,-106.666667
C25002,Agua Caliente,26.8,-108.366667
C25003,Ahome,25.918889,-109.172222
C25004,Angostura (Esda),25.316667,-108.166667
C25005,Bacubirito,25.808611,-107.914722
C25006,Badiraguato (Smn),25.366667,-107.55
C25007,Bamicori,26.359722,-108.511111
C25009,Bocatoma Sufragio,26.070833,-108.784444
C25010,Culiacan (Caades),24.833333,-107.433333
C25011,Concordia (Cfe),23.270833,-106.0675
C25012,Cosala,24.4275,-106.7
C25013,Corerepe,25.6275,-108.715
C25015,Culiacan (Dge),24.791944,-107.398056
C25016,Chapultepec Culiacan,24.8,-107.4
C25017,Choix I (Dge),26.736111,-108.345833
C25018,Choix (Smn),26.716667,-108.283333
C25019,Choix Ii (Dge),26.71,-108.326111
C25020,Choix (Aglch),26.716667,-108.333333
C25021,Dimas,23.723889,-106.781667
C25022,El Carrizo,26.268611,-109.037222
C25023,El Fuerte,26.416389,-108.617778
C25024,El Limon (Cfe),23.733333,-106.533333
C25025,Presa Miguel Hidalgo Y Costilla,26.515833,-108.597222
C25027,El Nudo,25.579444,-108.483333
C25028,Elota  (Cfe),23.970278,-106.724444
C25029,El Palmito (Cfe),23.571111,-105.8375
C25030,El Playon,25.222222,-108.190278
C25031,El Quelite (Cfe),23.557222,-106.458333
C25032,Presa Josefa Ortiz De Domínguez,26.492222,-108.731944
C25033,El Varejonal,25.094444,-107.393056
C25034,ESCUINAPA (A.G.L.E.),22.85,-105.783333
C25035,Francisco,26.333333,-108.933333
C25036,Guadalupe De Los Reyes,24.268889,-106.519722
C25037,Guamuchil (Aarsp),25.469444,-108.091667
C25038,Guasave (Dge),25.5625,-108.461111
C25039,Guasave (Smn),25.55,-108.466667
C25040,Guasave (Aarsp),25.533333,-108.45
C25041,Guatenipa,25.343056,-107.220833
C25042,Higuera De Zaragoza,25.97,-109.304444
C25043,Huacapas (Cfe),25.733333,-107.866667
C25044,Huites,26.892778,-108.354167
C25045,Ixpalino,23.968056,-106.608333
C25046,Jaina,25.894444,-108.025
C25047,Jocuixtita,24.25,-106.25
C25048,Juan Jose Rios,25.757222,-108.821111
C25049,La Concha,22.529444,-105.4525
C25050,La Cruz,23.913889,-106.904167
C25051,"LA CRUZ, ELOTA (CAADES)",23.9,-106.9
C25052,La Noria (Cfe),23.508889,-106.313889
C25053,La Tina,26.233333,-108.6
C25054,La Vainilla (Cfe),26.076389,-108.278611
C25055,Las Cañas,26.482778,-108.589722
C25056,Las Estacas,26.265833,-108.7625
C25057,Las Flores (Aarc),24.784444,-107.448333
C25058,Las Habitas,23.023056,-105.760278
C25059,Las Isabeles,26.273611,-108.598611
C25060,Los Mochis (Aarfs),25.8,-109
C25061,Llano De Los Lopez,26.366667,-108.716667
C25063,Mocorito (Aglm),25.466667,-107.933333
C25064,Mocorito (Dge),25.482778,-107.921111
C25065,Mochicahui,25.945,-108.927222
C25066,Ocoroni (Cfe),25.933333,-108.45
C25068,Palo Dulce,27,-108.416667
C25069,Palos Blancos,24.923611,-107.391667
C25070,Panuco,23.416667,-105.916667
C25071,Pericos,25.093056,-107.694444
C25072,Piaxtla (Cfe),23.966667,-106.35
C25073,Plomosas,23.083333,-105.466667
C25074,Potrerillos,23.453611,-105.825833
