estacionID,nombre,latitud,longitud
B12713,ANGAMACUTIRO II,20.131944,-101.704167
B12712,EL ZAPOTE,20.336111,-102.248889
B12711,EL MEZQUITE,20.34,-102.246389
B12710,YURECUARO II,20.3375,-102.258333
B12709,KM 0+044,0,0
B12708,LOS MANGOS,0,0
B12707,LOS BAYOS,0,0
B12706,LA ROJEÑA,0,0
B12705,LA  POCERA,0,0
B12704,LA MONETARIA,0,0
B12703,IGARTEÑO,0,0
B12702,IBARRA,0,0
B12701,HINOJOSA,0,0
B12700,ACHIMEC II,0,0
B12699,EL SEIS,0,0
B12698,EL GUAMUCHIL,0,0
B12697,CENTRAL,0,0
B12696,CINCO DE MAYO,0,0
B12695,HUASCATO,0,0
B12694,HUASCATO,0,0
B12693,EL CARRIZAL,0,0
B12690,EL TEQUESQUITE,0,0
B12689,SANTIAGUILLO,0,0
B12687,LA PLAYA,0,0
B12686,JESUS MARIA,22.250833,-104.516944
B12685,GUARACHIC,0,0
B12684,VERTEDOR ZALATITAN,0,0
B12683,VERTEDOR OSORIO,0,0
B12682,RANCHO NUEVO,0,0
B12681,LOS SABINOS,21.941111,-104.553889
B12680,CAJON II,0,0
B12674,TRINIDAD II,20.666667,-101.3125
B12673,GUANAJAL II,0,0
B12671,ACHIMEC,0,0
B12669,MEDIA LUNA,21.7925,-102.801667
B12668,SANTA TERESA,0,0
B12667,SAN ISIDRO (EXCEDENTES PRESA SAN ISIDRO),0,0
B12664,EL GIGANTE,19.966667,-100.45
B12663,EXCAME II Y III (SOBRANTES PRESA ALEMAN),0,0
B12661,LA CINTA,0,0
B12656,EL NIAGARA,21.778889,-102.441389
B12655,ATOTONILCO I,19.443611,-99.773611
B12652,LA BEGOÑA,0,0
B12649,LA YERBABUENA,0,0
B12648,LA YERBABUENA,0,0
B12629,BOYICHA,0,0
B12628,LA BOQUILLA,21.058333,-103.397222
B12627,PASARELA SOLIS,20.05,-100.666667
B12625,DERIVADORA DE TOXI,0,0
B12624,DERIVADORA DE TOXI,0,0
B12623,LA BOQUILLA,0,0
B12622,LA BOQUILLA,0,0
B12621,LA BOQUILLA,0,0
B12620,TARIMBARO,0,0
B12619,KM. 0 +050,21.991667,-102.681944
B12618,LOS GOMEZ,0,0
B12615,PALOMAS (SALIDAS PRESA PALOMAS),22.345,-102.798333
B12613,ANGAMACUTIRO,0,0
B12612,ANGAMACUTIRO,0,0
B12611,HACIENDA DE SANCHEZ,20.221111,-100.9
B12609,UREPETIRO,19.975,-102.1375
B12608,LOS FRESNOS,0,0
B12607,LA YERBABUENA,0,0
B12606,SANTA ANA,0,0
B12605,TEMASCALES II,20.0625,-100.151389
B12604,ROSALES,0,0
B12602,BOCA DEL TESORERO,22.823333,-102.967778
B12601,EL PESCADO NUMERO 2,0,0
B12592,SANTA MARIA DEL LLANO,19.636667,-99.711111
B12589,HUASCATO,20.597222,-102.252778
B12588,EL PLAN,19.819444,-101.011111
B12587,CUIXTLA,0,0
B12586,CUIXTLA,0,0
B12585,CALERITA,21.425,-102.593056
B12581,SAN BARTOLO DEL LLANO,19.6,-99.7
B12579,EL PINITO,22.6,-103.916667
B12578,PUENTE LOS VELASQUEZ,19.425556,-99.871111
B12576,PALMILLAS,0,0
B12574,LOS VELAZQUEZ,19.409722,-99.874722
B12573,LA EXPERIENCIA,20.716667,-103.333333
B12572,LA EXPERIENCIA,20.733333,-103.333333
B12570,LA CODORNIZ,21.995556,-102.674722
B12568,EL TEJOCOTE,19.856944,-99.897222
B12563,SAN JUANICO,0,0
B12562,LA TRINIDAD,0,0
B12561,TEMASCALCINGO,0,0
B12560,XOCONOLE,19.801944,-101.008333
B12559,LAGUNILLAS,0,0
B12558,EL BATAN,20.5025,-100.354167
B12557,CUQUIO,20.95,-103.05
B12556,CERRO BLANCO,21.376667,-104.618333
B12554,CANAL NUMERO 2,0,0
B12553,CANAL NUMERO 1,0,0
B12549,YURECUARO,0,0
B12548,PEÑUELITAS,0,0
B12546,GONZALEZ,0,0
B12545,EL NIAGARA III,21.779167,-102.375
B12544,AGUA BLANCA,0,0
B12543,CALIXTLAHUACA,19.333333,-99.7
B12541,LA RED,20.722778,-102.836667
B12540,LA VILLITA (EXCEDENCIAS PRESA LA VILLITA),0,0
B12539,SAN BERNABE,19.465556,-99.703889
B12537,EL SIFON,0,0
B12535,CINCO SEÑORES,20.955,-100.91
B12534,ATOTONILCO II,19.452778,-99.776389
B12533,UREPETIRO II,19.95,-102.154167
B12532,SAN CRISTOBAL II,21.038889,-103.429167
B12529,LABORIO,0,0
B12527,IBARRILLA,0,0
B12526,YURECUARO II,0,0
B12525,EL TULE,0,0
B12524,BRANIFF,0,0
B12523,NANCHI,0,0
B12522,EL NIAGARA II,0,0
B12521,SANTA ROSA II,20.922222,-103.726389
B12520,HUAYNAMOTA II,0,0
B12517,CONTROL,0,0
B12516,MOLOLOA,21.516111,-104.889722
B12515,LA AURORA,0,0
B12514,EL CAIMAN,21.201389,-104.080556
B12513,VERTEDOR CASTILLOS,0,0
B12512,SILAO,20.95,-101.433333
B12511,ORANDINO,19.964167,-102.325
B12510,OBREGON,0,0
B12508,BOQUILLA TENASCO,0,0
B12507,DESPEÑADERO,0,0
B12506,BRANIFF,0,0
B12505,ACHIMEC I,0,0
B12504,LA CUNA,21.133333,-102.85
B12499,LA PATIÑA,0,0
B12496,CAPOMAL,21.831111,-105.1125
B12494,PLANTA POTABILIZADORA,19.676389,-101.1875
B12493,CASTILLOS,21.200833,-101.673611
B12490,SAN NICOLASITO,0,0
B12489,TEOCALTICHE,21.45,-102.583333
B12488,LA GLORIA,22.75,-103.395556
B12487,LA FLORIDA,22.686111,-103.602778
B12486,CAPITIRO,20.287778,-101.021111
B12485,EL ZAPOTE,22.065,-103.399444
B12484,EL PLATANITO,22.583333,-104.05
B12483,CANAL NUMERO 1,0,0
B12479,GUANAJAL,0,0
B12477,JARAL,20.4,-101
B12476,KM. 0 +340,21.516667,-101.733333
B12474,EL SAUZ,0,0
B12473,SANTA ROSA,0,0
B12472,ARCEDIANO,0,0
B12471,SAN CRISTOBAL,20.208333,-102.464722
B12470,HUAYNAMOTA,21.9225,-104.511111
B12469,CUIXTLA,21.066667,-103.45
B12466,JERECUARO,20.133333,-100.516667
B12456,PEÑUELITAS,0,0
B12454,LAGOS,21.3625,-101.913889
B12452,ACHOQUEN,0,0
B12451,PUENTE CARRETERA II,0,0
B12443,LA ESTANCIA,0,0
B12441,LA BOQUILLA,21.058333,-103.397222
B12440,PUENTE SAN ISIDRO,0,0
B12439,ORANDINO II,19.966667,-102.329167
B12438,LA YESCA,21.185556,-104.071667
B12436,LAS AMERICAS,0,0
B12428,BOLAÑOS,21.830556,-103.783611
B12427,PUENTE SAN ISIDRO,0,0
B12425,AJOJUCAR,0,0
B12424,PUERTA DEL MONTE,20.281111,-101.034167
B12423,PUENTE ATLACOMULCO,19.788889,-99.893056
B12422,CUARENTA II,21.488889,-101.752778
B12418,LOS CASTILLOS,21.2,-101.666667
B12417,LA ESTANCIA,0,0
B12415,PUENTE SAN ISIDRO,0,0
B12412,JARIPO,19.9,-102.6
B12411,LA CALZADA,0,0
B12410,PLATANAL,0,0
B12409,CHAPARACO,19.973611,-102.265278
B12408,EL AGUILA,19.979167,-102.258333
B12405,EL TECOMATE,0,0
B12404,PUENTE CANAL,0,0
B12403,KM. 2 +500,0,0
B12402,KM. 0 +262,19.659722,-99.951944
B12400,LAS JUNTAS,0,0
B12397,CAMECUARO,19.916667,-102.2125
B12396,CAMECUARO,0,0
B12395,UREPETIRO,19.971944,-102.134167
B12394,SANTA JULIA,20.4,-101.016667
B12392,PUENTE MEXTEPEC,19.655833,-99.949722
B12391,LAS ADJUNTAS,20.671944,-101.844722
B12390,CAMECUARO,19.916667,-102.2125
B12389,EL NIAGARA I,0,0
B12388,PUENTE FERROCARRIL,0,0
B12387,PUENTE CARRETERA I,0,0
B12386,ATENCO,0,0
B12383,ATOYAC,0,0
B12382,PASO DEL SABINO,21.337222,-102.532778
B12379,JACONA,19.983333,-102.304167
B12378,PRESA CALLES,22.138333,-102.413889
B12377,OTZOLOTEPEC,19.398056,-99.573889
B12376,SALVATIERRA,20.216667,-100.883333
B12375,TEMASCALES,0,0
B12374,"LA ""Y""",19.4,-99.583333
B12373,SAN BARTOLO,0,0
B12371,VALLE DE GUADALUPE,0,0
B12370,SAN GASPAR,21.3,-102.5
B12369,CUARENTA,0,0
B12368,SANTA FE,0,0
B12367,VERTEDOR GUGORRONES,0,0
B12366,CHEHUAYITO,0,0
B12365,EL SALTO,19.6375,-101.259722
B12364,ALMOLOYA NO. 2,0,0
B12363,ALMOLOYA DEL RIO S.P.T.,0,0
B12362,ALMOLOYA DEL RIO,0,0
B12361,YAGO,0,0
B12359,EL SALTO,21.363889,-102.707222
B12358,AJOJUCAR,21.599444,-102.436944
B12355,AGOSTADERO,0,0
B12352,SALAMANCA II,20.563889,-101.198333
B12350,LA BEGOÑA II,20.844444,-100.823333
B12349,SOLIS,20.116667,-100.633889
B12347,SANTIAGO UNDAMEO,0,0
B12344,PLATANAL,19.941667,-102.258333
B12341,SALIDA TUNEL,19.633333,-101.259167
B12339,PLATANAL,0,0
B12338,SAN ANTONIO GUARACHA,19.945833,-102.558333
B12335,LA ESTANZUELA,0,0
B12333,SALIDAS MALPAIS,0,0
B12331,EL PUEBLITO,0,0
B12328,GUARACHA,19.9,-102.7
B12323,SALIDAS DE MALPAIS,0,0
B12315,CALERA,0,0
B12314,QUERENDARO,19.811667,-100.889444
B12312,COINTZIO,19.641667,-101.258333
B12310,LA ESTANZUELA,20.116667,-102.370833
B12307,SANTA MARIA (YURIRIA),0,0
B12288,ZAPOTLANEJO,20.396111,-103.101667
B12283,ZACAPENDO,19.815278,-101.004167
B12281,KM. 1 +400 (PRESA JOCOQUE),22.133056,-102.345
B12280,TUNEL NUMERO 2,21.234722,-102.442778
B12278,ATOYAC,20.016667,-103.491667
B12277,SAN BARTOLO,19.815278,-101.011111
B12274,MONTERRUBIO,0,0
B12273,BAÑADERO,0,0
B12271,PALMITOS,0,0
B12268,EXCAME I,0,0
B12258,LAVADEROS,0,0
B12257,TARANDACUAO,0,0
B12254,SAN ISIDRO,0,0
B12249,PATEO,0,0
B12239,SAN PEDRO PIEDRA GORDA,0,0
B12238,PERICOS,20.516667,-101.133333
B12237,MUNGUIA (ZATEMAYE),0,0
B12234,BRISENAS,0,0
B12233,CORRALES,20.207222,-101.861667
B12232,PASO DE OVEJAS,0,0
B12227,TIZCARENO,0,0
B12224,CHIQUITO,0,0
B12223,QUIRIO,0,0
B12221,ATAPANEO,19.725,-101.176389
B12219,COINTZIO,19.625,-101.281111
B12218,EL AGUILA,0,0
B12214,EMENGUARO,0,0
B12213,PUENTE F.C. CHICALOTE,0,0
B12210,VERTEDOR POTRERILLOS,22.237778,-102.436667
B12209,EL TAMBOR,19.994444,-100.2375
B12194,OJUELOS,0,0
B12192,COMPUERTAS GRANDES,0,0
B12162,COMPUERTAS CHICAS,20.296111,-101.075
B12160,SAN AGUSTIN,0,0
B12155,SOLIS,0,0
B12148,ZIRITZICUARO,0,0
B12145,ZEMPOALA,0,0
B12142,ZEMPOALA,0,0
B12140,ZIRITZICUARO,0,0
B12139,ZIRITZICUARO,0,0
B12131,ARMADILLO,0,0
B12128,CORONA,20.396111,-103.101667
B12121,SAN NICOLAS II,0,0
B12120,HUARACHA,0,0
B12118,TALLERES,0,0
B12117,MARAVATIO,0,0
B12115,PATEO,0,0
B12114,LA ROSA,0,0
B12113,MOLINOS DE CABALLERO,0,0
B12109,BATANES,0,0
B12104,ACAMBARO,20.033333,-100.716667
B12102,LAS ISLAS,0,0
B12098,ANGAMACUTIRO,0,0
B12096,CASA BLANCA,0,0
B12095,YURECUARO,20.339444,-102.242222
B12093,ZINZIMEO,19.49,-101
B12067,EMENGUARO,20.137778,-100.879444
B12034,MARAVATIO,19.890833,-100.439167
B12023,REFORMA NUMERO 2,23.196111,-100.883333
B12022,REFORMA NUMERO 1,20.191667,-100.983333
B12020,EL SALTO,0,0
B12014,PASARELA VILLA JIMENEZ,19.916667,-101.745833
B12012,SAN FRANCISCO,0,0
B12011,PUENTE INGENIEROS,0,0
B12007,SALAMANCA,20.566667,-101.2
B12004,LA PIEDAD,0,0
B11082,CUCHARAS,22.35,-105.183333
B11081,JOCOCUIXTLE,0,0
B11080,MEZQUITAL,0,0
B11079,LA MURALLA,0,0
B11078,SAN PEDRO II,0,0
B11076,OTATITAN,0,0
B11075,PAJARITOS,22.377778,-105.020833
B11074,LA ESTANCIA,22.591667,-105.341667
B11072,TAPICHACHUA,0,0
B11071,BALUARTE,0,0
B11070,LAS TORTUGAS,0,0
B11069,LA LUZ,0,0
B11068,EL DORADO,0,0
B11067,ARENALES,0,0
B11066,CHARCO VERDE,0,0
B11058,SIQUEROS,23.35,-106.25
B11046,ROSA MORADA,22.119722,-105.211667
B11045,LAS HABITAS,0,0
B11043,EL PINO,0,0
B11042,EL PINO,0,0
B11041,GRASEROS,0,0
B11040,VICENTE GUERRERO,23.746667,-103.970278
B11039,SAN PEDRO,21.974722,-105.149167
B11037,EL PUEBLITO,0,0
B11036,EL PUEBLITO,0,0
B11035,LA BALLONA,22.523056,-105.441667
B11032,NARCISO MENDOZA,0,0
B11031,NARCISO MENDOZA,0,0
B11030,EL BEJUCO,22.004167,-105.169444
B11029,CANATLAN,24.5,-104.75
B11028,NARCISO MENDOZA,0,0
B11027,EL SALTITO,23.75,-105.666667
B11026,JUAN B. CEBALLOS,0,0
B11025,ACEVEDO,0,0
B11024,PRAXEDIS GUERRERO,0,0
B11023,CABORACA,0,0
B11019,PUEBLO NUEVO,0,0
B11018,PUEBLO NUEVO,0,0
B11017,SANTIAGO BAYACORA,0,0
B11016,BALUARTE II,0,0
B11015,CABORACA,0,0
B11014,ACAPONETA,22.49,-105.354167
B11012,SAN PEDRO,21.9875,-105.141667
B11011,PEÑA DEL AGUILA,0,0
B11010,REFUGIO SALCIDO,0,0
B11009,PEÑA BLANCA,0,0
B11008,SAN FELIPE,24,-104.598889
B11007,CABORACA,0,0
B10145,BACUBIRITO,25.816667,-107.916667
B10144,TALAYOTE,0,0
B10143,COFRADIA,26.3,-108.3
B10142,TAYOLTITA,0,0
B10141,BOMBA KM 2+500 MARGEN IZQUIERDA,0,0
B10140,BOMBA KM 2+500 MARGEN DERECHA,0,0
B10139,BOMBA KM. 3,0,0
B10138,KM. 2+700,0,0
B10137,TECUSIAPA,25.855556,-107.376389
B10136,LA GUAGUANA,26.05,-107.85
B10135,OCORONI (EL SABINAL),0,0
B10134,SANALONA II,0,0
B10133,HOYANCOS,0,0
B10131,EL REAL,0,0
B10130,SAN IGNACIO II,0,0
B10126,KM. 3 +300,0,0
B10125,GUAMUCHIL II,0,0
B10123,TUBARES,0,0
B10122,LAS CAÑAS II,0,0
B10121,KM. 3 +180,0,0
B10120,GUASAVE PUENTE CARRETERA,25.716667,-108.466667
B10119,JESUS CRUZ,0,0
B10118,PUENTE LAS CABRAS,0,0
B10117,KM. 0 +700,0,0
B10116,KM. 3 +130 (KM.1+700),0,0
B10114,SAN JUAN,0,0
B10113,LA HUERTA,25.35,-106.7
B10112,GUATENIPA II,0,0
B10111,PIAXTLA,18.362778,-98.362778
B10110,TOAHAYANA,26.183333,-107.666667
B10108,LOS MOLINOS,0,0
B10107,ALAMOS,0,0
B10106,LA VERANERA,0,0
B10105,UMIRA,0,0
B10104,SIQUIRICHIG,27.283333,-107.220833
B10103,EL REALITO,0,0
B10102,GUERACHIC,26.813056,-107.072778
B10101,CHINATÚ,0,0
B10100,URIQUE II,27.216667,-107.9125
B10099,KM. 1+700,0,0
B10098,CAZANATE,26.618056,-108.765556
B10097,EL MAHONE,0,0
B10095,VAREJONAL,0,0
B10094,SAN IGNACIO,26.870833,-107.879167
B10091,KM. 0+700,0,0
B10090,CHICO RUIZ,0,0
B10088,GUATENIPA,25.344444,-107.225
B10087,TAMAZULA,24.933333,-106.975
B10086,PERICOS,25.083333,-107.783333
B10085,SAN MIGUEL Z,0,0
B10083,EL QUELITE,0,0
B10082,KM 0+950,0,0
B10081,EL VAREJONAL,0,0
B10079,BADIRAGUATO,25.333333,-107.5375
B10078,LA TINA,0,0
B10077,PALO DULCE,27,-108.416667
B10076,BACURATO,0,0
B10074,LA MARIPOSA,0,0
B10070,ACATITAN,24.047222,-106.654167
B10069,KM. 12 +260,0,0
B10067,BOCATOMA CAHUINAHUA,0,0
B10066,CHOIX,0,0
B10065,IXPALINO,23.955556,-106.595833
B10064,CHINIPAS,27.416667,-108.541667
B10063,BATOPILAS,27.033611,-107.723611
B10062,SANTA ROSA,0,0
B10061,PUENTE DREN,0,0
B10060,KM. 2+310,0,0
LBQCH,"La Boquilla, Chih.",27.544722,-105.414167
B10057,BAMICORI,0,0
B10056,KM. 46+780,0,0
B10055,KM. 0 +680 (ANTES PUENTE GATO),0,0
B10054,KM. 1 +732.6 PUENTE GATO,0,0
B10053,ALAMOS,27.021667,-108.937778
B10052,KM. 24+140,0,0
B10051,LAS CAÑAS,0,0
B10050,MIGUEL HIDALGO VIDAL,0,0
B10049,KM. 12+290,0,0
B10048,BOMBA SUFRAGIO KM 0+660,0,0
B10046,LATERAL A,0,0
B10045,KM. 0+710.60,0,0
B10041,SANALONA I,0,0
B10040,SANTA CRUZ,24.484722,-106.952778
B10039,SAN FRANCISCO,0,0
B10038,SAN BLAS,26.104167,-108.75
B10037,HUITES,26.904167,-108.35
B10036,JAINA,25.9,-108.013889
B10035,NARANJO,0,0
B10034,ZOPILOTE,0,0
B10033,PALOS BLANCOS,0,0
B10031,GUAMUCHIL,25.469444,-108.091667
B10029,NARANJO,0,0
B10028,BAMOA,0,0
B10027,EL BLEDAL,24.804167,-107.145833
B10026,PICACHOS,0,0
B10023,PUENTE NUEVO,0,0
B10022,BOCATOMA,0,0
B10021,TIERRA BLANCA,0,0
B10020,PUENTE CAÑEDO,0,0
B10018,PUENTE SUDPACIFICO,0,0
B09107,LAGUNAS DE AGUA PRIETA,0,0
B09106,AGUA PRIETA-DOUGLAS,0,0
B09105,PLATA NOGALES,0,0
B09104,CERCA DE NOGALES,0,0
B09103,EL CAJON,0,0
B09102,CERCA DE LOCHIEL,0,0
B09101,PALOMINAS,0,0
B09100,POTABILIZADORA II,0,0
B09098,EL TUFANITO,0,0
B09097,SERIS CARRETERA III,0,0
B09094,RAMON CORONA VIRGEN,0,0
B09093,PUNTA DE AGUA II,0,0
B09092,SERIS CARRETERA II,0,0
B09091,SAN MIGUEL,0,0
B09090,EL CAJON,29.472222,-110.736389
B09089,COCORAQUE,27.416667,-109.625
B09088,ABRAHAM GONZALEZ,0,0
B09087,ABRAHAM GONZALEZ,0,0
B09086,PASO DE NACORI,0,0
B09084,PASO DE NACORI,0,0
B09083,LA GUADALUPE,28.95,-108.708333
B09082,EL CUBIL,29.2,-109.233333
B09081,EL NOVILLO I,0,0
B09080,HUAPOCA,0,0
B09079,HERMOSILLO EXTRACCIONES,0,0
B09078,KM. 0 +400,0,0
B09077,SERIS CARRETERA,0,0
B09076,CHANATE CARRETERA,0,0
B09074,TUNELES MOCUZARI,0,0
B09072,ABRAHAM GONZALEZ,0,0
B09070,LAS PILAS,0,0
B09013,LA ANGOSTURA I,0,0
B09011,LA JUNTA,28.754167,-107.980556
B09010,LAS LANCHAS,0,0
B09008,TECORI,0,0
B09002,NAVOJOA,27.071944,-109.443333
B08029,BABASAC,0,0
B08028,SANTA ROSA II,0,0
B08027,JESUS MUNGUIA A.,0,0
B08026,SANTA ROSA,0,0
B08025,SONOITA II,0,0
B08024,SAN ALFONSO,0,0
B08023,SAN ARTURO,0,0
B08022,SAN PEDRO,0,0
B08021,CONCORDIA,0,0
B08020,SAN MANUEL,0,0
B08019,SONOITA PRESA DERIVADORA,0,0
B08018,PITIQUITO II,0,0
B08017,QUISUANI,0,0
B08016,DEL PUEBLO,0,0
B08015,DEL ALTO,0,0
B08014,CASA BLANCA,0,0
B08013,PRINCIPAL DE ALTAR,0,0
B08012,COMAQUITO,0,0
B08011,PITIQUITO I,0,0
B08009,ATIL,0,0
B08008,SANTA TERESA,0,0
CZMQR,"Cozumel, Q. Roo",20.4,-86.95
B07701,DESAGUE DE LA MILLA ONCE AL RI,0,0
B07050,DESAGUES DEL VALLE DE MEXICALI,0,0
B07049,RIO NUEVO EN LA LINEA DIVISORIA,0,0
B07048,DREN MESA,0,0
B07047,DESAGUE DE LA PLANTA DE MEXICA,0,0
B07046,LINDERO INTERNACIONAL,0,0
B07045,BOMBAS DE PARTICULARES,0,0
B07044,DESCARGA KM 38,0,0
B07043,CANAL DE DESVIO WELLTON-MOHAWK,0,0
B07042,DREN PRINCIPAL DE YUMA,0,0
B07041,DREN LATERAL 242,0,0
B07040,DESAGÜE DEL OESTE,0,0
B07039,DESAGÜE DEL ESTE,0,0
B07038,DERIVACIONES EN TRAMO LIMITROFE,0,0
B07037,DESAGÜE DE LA MILLA 21,0,0
B07036,DRENAJE WELLTON-MOHAWK ABAJO PRESA MORELOS,0,0
B07035,CANAL REFORMA (ALAMO),0,0
B07034,PILOT KNOB,0,0
B07033,DREN NO.8-B (ARAZ),0,0
B07032,DRENAJE WELLTON-MOHAWK ARRIBA PRESA MORELOS,0,0
B07030,ABAJO DEL DESAGUE YUMA,0,0
B07028,YUMA,0,0
B07027,SISTEMA SANCHEZ MEJORADA-SAN LUIS,0,0
B07026,SISTEMA BANCORA-MONUMENTOS,0,0
B07025,DERIVACIONES PLANTA ZACATECAS,0,0
B07024,PLANTA MEZQUITAL SUR,0,0
B07023,ESTERO SANTA CLARA,0,0
B07022,SANCHEZ MEJORADA,0,0
B07021,DREN WISTERIA,0,0
B07020,DREN NO. 4,0,0
B07019,DREN RIVERA,0,0
B07018,DESAGÜE UNION,0,0
B07017,DESAGÜE ELIAS,0,0
B07016,DESCARGA EN EL KM 27,0,0
B07015,EL MARITIMO,0,0
B07014,DESAGÜE DEL PUEBLO NUEVO,0,0
B07012,MILLA 11,0,0
B07011,DESAGÜE DEL SIFON,0,0
B07010,MIGUEL C. RODRIGUEZ,0,0
B07009,RIO COLORADO EN LINEA DIVISORI,0,0
B07008,DESAGÜE DE WISTERIA,0,0
B07007,ARRIBA CASA MORELOS,0,0
B07006,ALAMO EN PRESA MORELOS,0,0
B07005,LINDERO INTERNACIONAL NORTE,0,0
B07004,RIO COLORADO EN LINEA DIVISORIA SUR,0,0
B07003,DESAGÜE DE COOPER,0,0
B07002,DREN DE LA MESA DE YUMA,0,0
B07001,DESAGÜE DE LA MILLA 11,0,0
B06012,SAN PEDRO,0,0
B06011,LAS PLAYITAS,0,0
B06010,EL CALANDRIO,0,0
B06009,BUENA MUJER,0,0
B06008,EL CAJONCITO,24.159722,-110.161111
B06007,LAS PARRAS,0,0
B06006,LA VINORAMA,0,0
B06005,LOS ENCINOS,0,0
B06004,SAN ANTONIO,23.8,-110.05
B06003,SAN BARTOLO,23.716667,-109.883333
B06002,SAN LAZARO,0,0
B06001,CAJON DE YENEKA,0,0
B03015,LA BURRERA,0,0
B03014,LA MUELA,0,0
B03013,EL TRIUNFO,0,0
B03012,PUENTE BRAMONAS,0,0
B03011,EL IHUAJIL,0,0
B03010,EL CARACOL,0,0
B03009,HUERTA VIEJA,26.322222,-112.004167
B03008,SAN IGNACIO DE LOS ROMERO,0,0
B03007,EL PASO DE IRITU,0,0
B03006,LA MATANZA,0,0
B03003,PIEDRAS COLORADAS,0,0
B03002,SAN JACINTO,0,0
B03001,EL OJO DE AGUA,0,0
B01044,DERIVACIONES PARA TIJUANA,0,0
B01043,DERIVACIONES DE LA PR. RODRIGUEZ,0,0
B01042,CERCA DE LA LINEA DIVISORIA,0,0
B01041,CERCA DEL CAMPO,0,0
B01040,ARRIBA DEL RIO TECATE,0,0
B01039,DULZURA ABAJO DE PRESA BARRET,0,0
B01038,ABAJO DE PRESA BARRET,0,0
B01037,ARRIBA DE PRESA BARRET,0,0
B01036,ABAJO DE PRESA MORENA,0,0
B01035,ARRIBA DE PRESA MORENA,0,0
B01034,EL ALAMAR,32.527778,-116.9
B01031,LAS PALMAS,0,0
B01029,LINEA DIVISORIA INTERNACIONAL,0,0
B01028,CERCA DE NESTOR,0,0
B01027,BOQUILLA SANTA ROSA,0,0
B01026,SAN CARLOS,0,0
B01025,SAN VICENTE,0,0
B01024,SANTO DOMINGO,0,0
B01023,AGUA CALIENTE,0,0
B01022,POZO DE VISTA NO. 38,0,0
B01020,PRESA RODRIGUEZ,0,0
B01013,RIO COLORADO EN LA ESTACION HI,0,0
B01007,CANCIO,0,0
B01002,LA PUERTA,32.543889,-116.678333
B600NAR,LOS NARANJOS,24.625,-103.305556
B595SOD,PRESA LA SOLEDAD,19.959167,-97.445833
B580PSA,PRESA LA PURISIMA,20.85,-101.283333
B560CPI,PRESA LA CONCEPCION,20.148056,-99.908889
B555XXX,PRESA NUEVA,0,0
B552JCO,JOCOQUE,22.121111,-102.354444
B535ECZ,EL CARRIZO,32.483333,-116.7
B517CAP,CONSTITUCION DE APATZINGAN,20.418333,-100.0725
B516CHI,CHICAYAN,21.737222,-98.152778
B515CHE,PRESA CHICOASEN,16.933333,-93.1
B510CPE,CAJON DE PEÑA,20.033333,-105.066667
B480ZIR,PRESA ZICUIRAN,18.920278,-101.929722
B477YOS,YOSOCUTA,17.725,-97.829167
B476VIH,VILLA HIDALGO,0,0
B475VIG,VICENTE GUERRERO,23.966667,-98.55
B470VGU,VICENTE GUERRERO,22.315833,-103.441389
B465VAG,VICENTE AGUIRRE,20.439444,-99.377778
B460VCA,VENUSTIANO CARRANZA,20.510278,-97.676111
B455VTR,PRESA VALERIO TRUJANO,18.416667,-99.5
B442TRM,TRIGOMIL,19.85,-104.116667
B397SEL,SANTA ELENA,23.623333,-104.054444
B395SAN,PRESA SANALONA,24.813889,-107.158333
B390SJA,SAN JOSE ATLANGA,19.55,-98.2
B389SJS,SAN JOSE,19.9075,-100.316667
B385SIL,SAN ILDEFONSO,20.208333,-99.966667
B383SGA,SAN GABRIEL,23.083611,-98.787222
B363RME,REVOLUCION MEXICANA,0,0
B361RFV,RODOLFO FELIX VALDEZ,29.4,-110.433333
B360REQ,PRESA REQUENA,0,0
B359REP,REPUBLICA ESPAÑOLA,23.258056,-97.990556
B357RLV,RAMON LOPEZ VELARDE,0,0
B341PJM,PEDRO J. MENDEZ,24.233333,-99.55
B340PEN,PEÑUELITAS,21.104444,-100.875833
B336PTS,ANGEL ALBINO CORZO (PEÑITAS),19.266667,-103.816667
B335PAG,PEÑA DEL AGUILA,24.237222,-104.655556
B334PPI,PRESA PASO DE PIEDRAS,21.737222,-98.152778
B333PAS,PALOMAS,22.345,-102.798333
B332PBL,PRESA PABELLON,22.1625,-102.291944
B330NTZ,NEZAHUALCOYOTL,0,0
B326MAL,MIGUEL ALEMAN,18.233333,-96.5
B325MHD,MIGUEL HIDALGO,26.509722,-108.579167
B324MIM,MIGUEL DE LA MADRID,18.016667,-96.266667
B322MOC,MELCHOR OCAMPO,17.9,-102.2
B321MLU,MEDIA LUNA,21.7925,-102.801667
B320MRG,MARTE R. GOMEZ,26.225,-98.916667
B315MAZ,PRESA INSURGENTE MARIANO ABASOLO,20.5,-101.95
B310MVC,MANUEL AVILA CAMACHO,0,0
B305MAL,PRESA MALPAIS,19.9,-100.9
B302MOM,PRESA MADIN,19.533056,-99.258333
B300LLL,LUIS L. LEON,28.983611,-105.280556
B298LDC,LUIS DONALDO COLOSIO,26.904167,-108.35
B295OLE,PRESA LOS OLIVOS,19.213889,-102.866667
B290LRY,LEOBARDO REYNOSO,23.179722,-103.207222
B285LCR,LAZARO CARDENAS,25.614444,-105.003611
